,name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,planet_type,planet_radius,orbital_radius,orbital_period,eccentricity,solar_system_name,planet_discovery_method,planet_orbital_inclination,planet_density,host_temperature,host_mass,host_radius
144,EPIC 249893012 b,1058.0,8.75 Earths,11.428,2020,Super Earth,1.95 x Earth,0.047 AU,3.6 days,0.06,EPIC 249893012,Transit,86.14,6.39,5430.0,1.05,1.71
145,EPIC 249893012 c,1058.0,14.67 Earths,11.428,2020,Neptune-like,0.327 x Jupiter,0.13 AU,15.6 days,0.07,EPIC 249893012,Transit,87.94,1.62,5430.0,1.05,1.71
146,EPIC 249893012 d,1058.0,10.18 Earths,11.428,2020,Neptune-like,0.352 x Jupiter,0.22 AU,35.7 days,0.15,EPIC 249893012,Transit,89.47,0.91,5430.0,1.05,1.71
147,Epsilon Coronae Borealis b,228.0,6.7 Jupiters,4.15,2012,Gas Giant,1.13 x Jupiter,1.3 AU,417.9 days,0.11,eps CrB,Radial Velocity,,,4406.0,1.7,21.0
148,Epsilon Eridani b,11.0,0.78 Jupiters,3.82,2000,Gas Giant,1.24 x Jupiter,3.39 AU,7.4 years,0.07,eps Eri,Radial Velocity,89.0,,,0.78,
149,Epsilon Indi A b,12.0,3.25 Jupiters,4.69,2019,Gas Giant,1.17 x Jupiter,11.55 AU,45.2 years,0.26,eps Ind A,Radial Velocity,64.25,,,0.75,
150,Epsilon Tauri b,161.0,7.6 Jupiters,3.54,2006,Gas Giant,1.13 x Jupiter,1.93 AU,1.6 years,0.15,eps Tau,Radial Velocity,,,4901.0,2.7,13.7
151,FU Tauri b,457.0,16 Jupiters,20.48,2008,Gas Giant,1.09 x Jupiter,800.0 AU,101250.8 years,0.0,FU Tau,Imaging,,,2838.0,0.05,
152,G 9-40 b,91.0,4.76 Earths,13.823,2019,Super Earth,2.025 x Earth,0.0385 AU,5.7 days,0.0,G 9-40,Transit,88.57,,3348.0,0.29,0.31
153,Gamma 1 Leonis b,126.0,8.78 Jupiters,1.98,2009,Gas Giant,1.12 x Jupiter,1.19 AU,428.5 days,0.14,gam 1 Leo,Radial Velocity,,,4330.0,1.23,31.88
154,Gamma Cephei b,44.0,1.85 Jupiters,3.21,2003,Gas Giant,1.2 x Jupiter,2.05 AU,2.5 years,0.05,gam Cep,Radial Velocity,,,,1.4,4.9
155,Gamma Librae b,155.0,1.02 Jupiters,3.91,2018,Gas Giant,1.23 x Jupiter,1.24 AU,415.2 days,0.21,gam Lib,Radial Velocity,,,4822.0,1.47,11.1
156,Gamma Librae c,155.0,4.58 Jupiters,3.91,2018,Gas Giant,1.15 x Jupiter,2.17 AU,2.6 years,0.06,gam Lib,Radial Velocity,,,4822.0,1.47,11.1
157,GJ 1061 b,12.0,1.37 Earths,13.06,2020,Super Earth,1.1 x Earth,0.021 AU,3.2 days,< 0.31,GJ 1061,Radial Velocity,,,2953.0,0.12,0.16
158,GJ 1061 c,12.0,1.74 Earths,13.06,2020,Super Earth,1.18 x Earth,0.035 AU,6.7 days,< 0.29,GJ 1061,Radial Velocity,,,2953.0,0.12,0.16
159,GJ 1061 d,12.0,1.64 Earths,13.06,2020,Super Earth,1.16 x Earth,0.054 AU,13 days,< 0.53,GJ 1061,Radial Velocity,,,2953.0,0.12,0.16
160,GJ 1132 b,41.0,1.66 Earths,13.49,2015,Super Earth,1.13 x Earth,0.0153 AU,1.6 days,0.22,GJ 1132,Transit,,6.3,3270.0,0.18,0.21
161,GJ 1132 c,41.0,2.64 Earths,13.49,2018,Super Earth,1.43 x Earth,0.0476 AU,8.9 days,< 0.27,GJ 1132,Radial Velocity,,,3270.0,0.18,0.21
162,GJ 1148 b,36.0,0.30425 Jupiters,11.92,2010,Gas Giant,1.07 x Jupiter,0.166 AU,41.4 days,0.38,GJ 1148,Radial Velocity,,,3264.0,0.35,0.4
163,GJ 1148 c,36.0,0.21414 Jupiters,11.92,2017,Gas Giant,0.866 x Jupiter,0.912 AU,1.5 years,0.34,GJ 1148,Radial Velocity,,,3264.0,0.35,0.4
164,GJ 1214 b,48.0,6.26125 Earths,15.1,2009,Neptune-like,0.254 x Jupiter,0.01411 AU,1.6 days,0.0,GJ 1214,Transit,88.17,1.49,3026.0,0.15,0.22
165,GJ 1252 b,66.0,2.09 Earths,12.193,2020,Super Earth,1.193 x Earth,0.00916 AU,0.5 days,0.0,GJ 1252,Transit,85.0,,3458.0,0.38,0.39
166,GJ 1265 b,33.0,7.4 Earths,13.57,2018,Neptune-like,0.234 x Jupiter,0.026 AU,3.7 days,0.04,GJ 1265,Radial Velocity,,,3236.0,0.18,0.19
167,GJ 143 b,53.0,22.7 Earths,7.87,2019,Neptune-like,0.233 x Jupiter,0.1915 AU,35.6 days,0.19,GJ 143,Transit,89.33,7.0,4640.0,0.73,0.69
168,GJ 15 A b,12.0,3.03 Earths,8.08,2014,Super Earth,1.55 x Earth,0.072 AU,11.4 days,0.09,GJ 15 A,Radial Velocity,,,3607.0,0.38,0.38
169,GJ 15 A c,12.0,36 Earths,8.08,2018,Neptune-like,0.595 x Jupiter,5.4 AU,20.8 years,0.27,GJ 15 A,Radial Velocity,,,3607.0,0.38,0.38
170,GJ 160.2 b,84.0,10.2 Earths,9.68,2014,Neptune-like,0.283 x Jupiter,0.053 AU,5.2 days,0.06,GJ 160.2,Radial Velocity,,,4347.0,0.69,
171,GJ 163 b,49.0,10.6 Earths,11.81,2013,Neptune-like,0.29 x Jupiter,0.0607 AU,8.6 days,0.07,GJ 163,Radial Velocity,,,3500.0,0.4,
172,GJ 163 c,49.0,6.8 Earths,11.81,2013,Neptune-like,0.223 x Jupiter,0.1254 AU,25.6 days,0.1,GJ 163,Radial Velocity,,,3500.0,0.4,
173,GJ 163 d,49.0,29.4 Earths,11.81,2013,Neptune-like,0.528 x Jupiter,1.0304 AU,1.7 years,0.37,GJ 163,Radial Velocity,,,3500.0,0.4,
174,GJ 179 b,40.0,0.82 Jupiters,12.0,2009,Gas Giant,1.24 x Jupiter,2.41 AU,6.3 years,0.21,GJ 179,Radial Velocity,,,3370.0,0.36,0.38
175,GJ 180 b,39.0,6.49 Earths,10.91,2014,Neptune-like,0.217 x Jupiter,0.092 AU,17.1 days,0.07,GJ 180,Radial Velocity,,,,0.43,
176,GJ 180 c,39.0,6.4 Earths,10.91,2014,Neptune-like,0.215 x Jupiter,0.129 AU,24.3 days,0.09,GJ 180,Radial Velocity,,,,0.43,
177,GJ 180 d,39.0,7.56 Earths,10.91,2020,Neptune-like,0.237 x Jupiter,0.309 AU,106.3 days,0.14,GJ 180,Radial Velocity,,,,0.43,
178,GJ 2056 b,93.0,16.2 Earths,10.37,2020,Neptune-like,0.372 x Jupiter,0.283 AU,70 days,0.72,GJ 2056,Radial Velocity,,,,0.62,
179,GJ 229 A c,19.0,7.268 Earths,8.14,2020,Neptune-like,0.232 x Jupiter,0.339 AU,122 days,0.19,GJ 229,Radial Velocity,,,,0.58,
180,GJ 229 b,19.0,8.478 Earths,8.14,2014,Neptune-like,0.254 x Jupiter,0.898 AU,1.4 years,0.1,GJ 229,Radial Velocity,,,,0.58,
181,GJ 27.1 b,77.0,13 Earths,11.42,2014,Neptune-like,0.327 x Jupiter,0.101 AU,15.8 days,0.08,GJ 27.1,Radial Velocity,,,3542.0,0.53,
182,GJ 273 b,12.0,2.89 Earths,9.872,2017,Super Earth,1.51 x Earth,0.091101 AU,18.6 days,0.1,GJ 273,Radial Velocity,,,3382.0,0.29,0.29
183,GJ 273 c,12.0,1.18 Earths,9.872,2017,Super Earth,1.06 x Earth,0.036467 AU,4.7 days,0.17,GJ 273,Radial Velocity,,,3382.0,0.29,0.29
184,GJ 3021 b,57.0,3.37 Jupiters,6.59,2000,Gas Giant,1.17 x Jupiter,0.49 AU,133.7 days,0.51,GJ 3021,Radial Velocity,,,5540.0,0.9,0.9
185,GJ 3082 b,54.0,8.2 Earths,11.077,2020,Neptune-like,0.249 x Jupiter,0.079 AU,11.9 days,0.22,GJ 3082,Radial Velocity,,,,0.47,
186,GJ 3138 b,93.0,1.78 Earths,10.98,2017,Super Earth,1.18 x Earth,0.0197 AU,1.2 days,0.19,GJ 3138,Radial Velocity,,,3717.0,0.68,0.5
187,GJ 3138 c,93.0,4.18 Earths,10.98,2017,Super Earth,1.88 x Earth,0.057 AU,6 days,0.11,GJ 3138,Radial Velocity,,,3717.0,0.68,0.5
188,GJ 3138 d,93.0,10.5 Earths,10.98,2017,Neptune-like,0.288 x Jupiter,0.698 AU,257.8 days,0.32,GJ 3138,Radial Velocity,,,3717.0,0.68,0.5
189,GJ 317 b,49.0,2.5 Jupiters,11.97,2007,Gas Giant,1.18 x Jupiter,1.151 AU,1.9 years,0.07,GJ 317,Radial Velocity,,,,0.42,
190,GJ 317 c,49.0,1.64396 Jupiters,11.97,2018,Gas Giant,1.2 x Jupiter,5.23 AU,18.5 years,0.17,GJ 317,Radial Velocity,,,,0.42,
191,GJ 328 b,67.0,2.3 Jupiters,9.97,2013,Gas Giant,1.19 x Jupiter,4.5 AU,11.2 years,0.37,GJ 328,Radial Velocity,,,3900.0,0.69,
192,GJ 3293 b,66.0,23.54 Earths,11.962,2015,Neptune-like,0.463 x Jupiter,0.14339 AU,30.6 days,0.06,GJ 3293,Radial Velocity,,,3466.0,0.42,0.4
193,GJ 3293 c,66.0,21.09 Earths,11.962,2015,Neptune-like,0.434 x Jupiter,0.36175 AU,122.6 days,0.11,GJ 3293,Radial Velocity,,,3466.0,0.42,0.4
194,GJ 3293 d,66.0,7.6 Earths,11.962,2017,Neptune-like,0.238 x Jupiter,0.19394 AU,48.1 days,0.12,GJ 3293,Radial Velocity,,,3466.0,0.42,0.4
195,GJ 3293 e,66.0,3.28 Earths,11.962,2017,Super Earth,1.63 x Earth,0.08208 AU,13.3 days,0.21,GJ 3293,Radial Velocity,,,3466.0,0.42,0.4
196,GJ 3323 b,17.0,2.02 Earths,12.22,2017,Super Earth,1.23 x Earth,0.03282 AU,5.4 days,0.23,GJ 3323,Radial Velocity,,,3159.0,0.16,0.12
197,GJ 3323 c,17.0,2.31 Earths,12.22,2017,Super Earth,1.32 x Earth,0.1264 AU,40.5 days,0.17,GJ 3323,Radial Velocity,,,3159.0,0.16,0.12
198,GJ 3341 b,76.0,6.6 Earths,12.08,2015,Neptune-like,0.219 x Jupiter,0.089 AU,14.2 days,0.31,GJ 3341,Radial Velocity,,,3526.0,0.47,0.44
199,GJ 338 B b,21.0,10.27 Earths,7.7,2020,Neptune-like,0.284 x Jupiter,0.141 AU,24.5 days,0.11,GJ 338 B,Radial Velocity,,,4005.0,0.64,0.58
200,GJ 3470 b,96.0,13.9 Earths,12.33,2012,Neptune-like,0.408 x Jupiter,0.0355 AU,3.3 days,0.02,GJ 3470,Radial Velocity,89.13,0.8,3600.0,0.54,0.55
201,GJ 3512 b,31.0,0.463 Jupiters,15.05,2019,Gas Giant,1.27 x Jupiter,0.338 AU,203.6 days,0.44,GJ 3512,Radial Velocity,,,3081.0,0.12,0.14
202,GJ 357 b,31.0,1.84 Earths,10.92,2019,Super Earth,1.217 x Earth,0.035 AU,3.9 days,0.0,GJ 357,Transit,89.12,5.6,3505.0,0.34,0.34
203,GJ 357 c,31.0,3.4 Earths,10.92,2019,Super Earth,1.66 x Earth,0.061 AU,9.1 days,0.0,GJ 357,Radial Velocity,,,3505.0,0.34,0.34
204,GJ 357 d,31.0,6.1 Earths,10.92,2019,Neptune-like,0.209 x Jupiter,0.204 AU,55.7 days,0.0,GJ 357,Radial Velocity,,,3505.0,0.34,0.34
205,GJ 3634 b,65.0,8.4 Earths,11.93,2010,Neptune-like,0.253 x Jupiter,0.0287 AU,2.6 days,0.08,GJ 3634,Radial Velocity,59.0,,,0.45,0.43
206,GJ 3779 b,45.0,8 Earths,12.96,2018,Neptune-like,0.245 x Jupiter,0.026 AU,3 days,0.07,GJ 3779,Radial Velocity,,,3324.0,0.27,0.28
207,GJ 3942 b,55.0,7.14 Earths,10.25,2017,Neptune-like,0.229 x Jupiter,0.0608 AU,6.9 days,0.12,GJ 3942,Radial Velocity,,,3867.0,0.63,0.61
208,GJ 3998 b,59.0,2.47 Earths,10.83,2016,Super Earth,1.38 x Earth,0.029 AU,2.6 days,0.0,GJ 3998,Radial Velocity,,,3722.0,0.5,0.49
209,GJ 3998 c,59.0,6.26 Earths,10.83,2016,Neptune-like,0.212 x Jupiter,0.089 AU,13.7 days,0.05,GJ 3998,Radial Velocity,,,3722.0,0.5,0.49
210,GJ 411 b,8.0,2.99 Earths,7.49,2019,Super Earth,1.54 x Earth,0.0785 AU,13 days,0.22,GJ 411,Radial Velocity,,,3563.0,0.39,0.39
211,GJ 422 b,41.0,11.07 Earths,11.55,2014,Neptune-like,0.297 x Jupiter,0.111 AU,20.1 days,0.11,GJ 422,Radial Velocity,,,,0.35,
212,GJ 4276 b,70.0,16.57 Earths,11.66,2019,Neptune-like,0.377 x Jupiter,0.082 AU,13.4 days,0.37,GJ 4276,Radial Velocity,,,3387.0,0.41,0.41
213,GJ 433 b,30.0,6.043 Earths,9.806,2011,Neptune-like,0.208 x Jupiter,0.062 AU,7.4 days,0.04,GJ 433,Radial Velocity,,,,0.48,
214,GJ 433 c,30.0,32.422 Earths,9.806,2014,Neptune-like,0.56 x Jupiter,4.819 AU,14 years,0.12,GJ 433,Radial Velocity,,,,0.48,
215,GJ 433 d,30.0,5.223 Earths,9.806,2020,Neptune-like,2.14 x Earth,0.178 AU,36.1 days,0.07,GJ 433,Radial Velocity,,,,0.48,
216,GJ 436 b,32.0,22.1 Earths,10.67,2004,Neptune-like,0.372 x Jupiter,0.0291 AU,2.6 days,0.14,GJ 436,Radial Velocity,86.44,1.8,,0.47,0.46
217,GJ 480 b,46.0,13.2 Earths,11.51,2020,Neptune-like,0.33 x Jupiter,0.068 AU,9.6 days,0.1,GJ 480,Radial Velocity,,,,0.45,
218,GJ 504 b,57.0,4 Jupiters,5.22,2013,Gas Giant,1.16 x Jupiter,43.5 AU,259.9 years,0.0,GJ 504,Imaging,,,6234.0,1.22,
219,GJ 536 b,34.0,5.36 Earths,9.72,2016,Neptune-like,2.17 x Earth,0.06661 AU,8.7 days,0.08,GJ 536,Radial Velocity,,,3685.0,0.52,0.5
220,GJ 581 b,21.0,15.8 Earths,10.56,2005,Neptune-like,0.366 x Jupiter,0.04061 AU,5.4 days,0.0,GJ 581,Radial Velocity,,,,0.31,0.29
221,GJ 581 c,21.0,5.5 Earths,10.56,2007,Neptune-like,2.21 x Earth,0.0721 AU,12.9 days,0.0,GJ 581,Radial Velocity,,,,0.31,0.29
222,GJ 581 e,21.0,1.7 Earths,10.56,2009,Super Earth,1.17 x Earth,0.02815 AU,3.1 days,0.0,GJ 581,Radial Velocity,,,,0.31,0.29
223,GJ 625 b,21.0,2.82 Earths,10.1,2017,Super Earth,1.49 x Earth,0.078361 AU,14.6 days,0.13,GJ 625,Radial Velocity,,,3499.0,0.3,0.31
224,GJ 649 b,34.0,0.328 Jupiters,9.69,2009,Gas Giant,1.11 x Jupiter,1.135 AU,1.6 years,0.3,GJ 649,Radial Velocity,,,3700.0,0.54,
225,GJ 667 C b,22.0,5.6 Earths,10.22,2011,Neptune-like,2.23 x Earth,0.0505 AU,7.2 days,0.13,GJ 667 C,Radial Velocity,,,3350.0,0.33,
226,GJ 667 C c,22.0,3.8 Earths,10.22,2011,Super Earth,1.77 x Earth,0.125 AU,28.1 days,0.02,GJ 667 C,Radial Velocity,,,3350.0,0.33,
227,GJ 667 C e,22.0,2.7 Earths,10.22,2013,Super Earth,1.45 x Earth,0.213 AU,62.2 days,0.02,GJ 667 C,Radial Velocity,,,3350.0,0.33,
228,GJ 667 C f,22.0,2.7 Earths,10.22,2013,Super Earth,1.45 x Earth,0.156 AU,39 days,0.03,GJ 667 C,Radial Velocity,,,3350.0,0.33,
229,GJ 667 C g,22.0,4.6 Earths,10.22,2013,Super Earth,1.99 x Earth,0.549 AU,256.2 days,0.08,GJ 667 C,Radial Velocity,,,3350.0,0.33,
230,GJ 674 b,15.0,11.09 Earths,9.37,2007,Neptune-like,0.297 x Jupiter,0.039 AU,4.7 days,0.2,GJ 674,Radial Velocity,,,3600.0,0.35,
231,GJ 676 A b,52.0,6.7 Jupiters,9.58,2010,Gas Giant,1.13 x Jupiter,1.82 AU,2.9 years,0.33,GJ 676 A,Radial Velocity,,,3734.0,0.73,0.69
232,GJ 676 A c,52.0,6.8 Jupiters,9.58,2016,Gas Giant,1.13 x Jupiter,6.6 AU,20.1 years,0.0,GJ 676 A,Radial Velocity,,,3734.0,0.73,0.69
233,GJ 676 A d,52.0,4.4 Earths,9.58,2012,Super Earth,1.93 x Earth,0.0413 AU,3.6 days,0.26,GJ 676 A,Radial Velocity,,,3734.0,0.73,0.69
234,GJ 676 A e,52.0,8.1 Earths,9.58,2012,Neptune-like,0.247 x Jupiter,0.187 AU,35.4 days,0.13,GJ 676 A,Radial Velocity,,,3734.0,0.73,0.69
235,GJ 682 b,16.0,4.4 Earths,10.97,2014,Super Earth,1.93 x Earth,0.08 AU,17.5 days,0.08,GJ 682,Radial Velocity,,,3028.0,0.27,
236,GJ 682 c,16.0,8.7 Earths,10.97,2014,Neptune-like,0.258 x Jupiter,0.176 AU,57.3 days,0.1,GJ 682,Radial Velocity,,,3028.0,0.27,
237,GJ 685 b,47.0,9 Earths,9.97,2019,Neptune-like,0.263 x Jupiter,0.1344 AU,24.2 days,0.0,GJ 685,Radial Velocity,,,3816.0,0.55,0.54
238,GJ 687 b,15.0,17.2 Earths,9.15,2014,Neptune-like,0.385 x Jupiter,0.163 AU,38.1 days,0.17,GJ 687,Radial Velocity,,,,0.4,
239,GJ 687 c,15.0,16 Earths,9.15,2020,Neptune-like,0.369 x Jupiter,1.165 AU,2 years,0.4,GJ 687,Radial Velocity,,,,0.4,
240,GJ 832 b,16.0,0.68 Jupiters,8.66,2008,Gas Giant,1.25 x Jupiter,3.56 AU,10 years,0.08,GJ 832,Radial Velocity,,,3472.0,0.45,
241,GJ 832 c,16.0,5.4 Earths,8.66,2014,Neptune-like,2.18 x Earth,0.163 AU,35.7 days,0.18,GJ 832,Radial Velocity,,,3472.0,0.45,
242,GJ 849 b,29.0,1 Jupiter,10.37,2006,Gas Giant,1.23 x Jupiter,2.35 AU,5.2 years,0.04,GJ 849,Radial Velocity,,,3241.0,0.65,0.53
243,GJ 86 b,35.0,4.42 Jupiters,6.12,1999,Gas Giant,1.15 x Jupiter,0.11 AU,15.8 days,0.04,GJ 86,Radial Velocity,,,5182.0,0.93,0.77
244,GJ 876 b,15.0,2.2756 Jupiters,10.191,1998,Gas Giant,1.19 x Jupiter,0.208317 AU,61.1 days,0.03,GJ 876,Radial Velocity,59.0,,,0.32,0.3
245,GJ 876 c,15.0,0.7142 Jupiters,10.191,2000,Gas Giant,1.25 x Jupiter,0.12959 AU,30.1 days,0.26,GJ 876,Radial Velocity,59.0,,,0.32,0.3
246,GJ 876 d,15.0,6.83 Earths,10.191,2005,Neptune-like,0.224 x Jupiter,0.020807 AU,1.9 days,0.21,GJ 876,Radial Velocity,59.0,,,0.32,0.3
247,GJ 876 e,15.0,14.6 Earths,10.191,2010,Neptune-like,0.35 x Jupiter,0.3343 AU,124.3 days,0.06,GJ 876,Radial Velocity,59.0,,,0.32,0.3
248,GJ 887 b,11.0,4.2 Earths,7.335,2020,Super Earth,1.88 x Earth,0.068 AU,9.3 days,0.0,GJ 887,Radial Velocity,,,3688.0,0.49,0.47
249,GJ 887 c,11.0,7.6 Earths,7.335,2020,Neptune-like,0.238 x Jupiter,0.12 AU,21.8 days,0.0,GJ 887,Radial Velocity,,,3688.0,0.49,0.47
250,GJ 9066 b,15.0,30.9 Earths,12.27,2020,Neptune-like,0.544 x Jupiter,0.403 AU,241.9 days,0.18,GJ 9066,Radial Velocity,,,,0.15,
251,GJ 9066 c,15.0,0.22528 Jupiters,12.27,2020,Gas Giant,0.892 x Jupiter,0.87 AU,2.1 years,0.33,GJ 9066,Radial Velocity,,,,0.15,
252,GJ 96 b,39.0,19.66 Earths,9.345,2018,Neptune-like,0.417 x Jupiter,0.291 AU,73.9 days,0.44,GJ 96,Radial Velocity,,,3785.0,0.6,
253,GJ 9827 b,97.0,4.91 Earths,10.25,2017,Super Earth,1.577 x Earth,0.0188 AU,1.2 days,0.0,GJ 9827,Transit,86.07,6.93,4340.0,0.61,0.6
254,GJ 9827 c,97.0,0.84 Earths,10.25,2017,Super Earth,1.241 x Earth,0.03925 AU,3.6 days,0.0,GJ 9827,Transit,88.19,2.42,4340.0,0.61,0.6
255,GJ 9827 d,97.0,4.04 Earths,10.25,2017,Neptune-like,2.022 x Earth,0.05591 AU,6.2 days,0.0,GJ 9827,Transit,87.443,2.69,4340.0,0.61,0.6
256,Gl 378 b,49.0,13.02 Earths,10.19,2019,Neptune-like,0.327 x Jupiter,0.039435 AU,3.8 days,0.11,Gl 378,Radial Velocity,,,3879.0,0.56,0.56
257,Gl 49 b,32.0,5.63 Earths,9.56,2019,Neptune-like,0.2 x Jupiter,0.0905 AU,13.9 days,0.36,Gl 49,Radial Velocity,,,3805.0,0.52,0.51
258,Gl 686 b,27.0,6.64 Earths,9.577,2018,Neptune-like,0.22 x Jupiter,0.0917 AU,15.5 days,0.08,Gl 686,Radial Velocity,,,3663.0,0.42,0.42
259,GQ Lupi b,495.0,20 Jupiters,12.43,2004,Gas Giant,3.0 x Jupiter,100.0 AU,1195.9 years,0.0,GQ Lup,Imaging,,,,0.7,
260,GSC 06214-00210 b,473.0,16 Jupiters,12.375,2010,Gas Giant,1.8 x Jupiter,320.0 AU,6037.4 years,0.0,GSC 06214-00210,Imaging,,,4200.0,0.9,
261,GU Piscium b,157.0,11.3 Jupiters,13.55,2014,Gas Giant,1.265 x Jupiter,2000.0 AU,155788.8 years,0.0,GU Psc,Imaging,,,,0.33,
262,HAT-P-11 b,123.0,26.69772 Earths,9.151,2008,Neptune-like,0.389 x Jupiter,0.05254 AU,4.9 days,0.22,HAT-P-1,Transit,85.634,0.282,5980.0,1.15,1.17
263,HAT-P-11 c,123.0,2.3 Jupiters,9.151,2018,Gas Giant,1.19 x Jupiter,4.13 AU,9.3 years,0.6,HAT-P-11,Transit,,,4780.0,0.81,0.68
264,HAT-P-12 b,465.0,0.211 Jupiters,12.84,2009,Gas Giant,0.959 x Jupiter,0.0384 AU,3.2 days,0.0,HAT-P-11,Radial Velocity,,,4780.0,0.81,0.68
265,HAT-P-13 b,698.0,0.851 Jupiters,10.622,2009,Gas Giant,1.272 x Jupiter,0.04383 AU,2.9 days,0.01,HAT-P-12,Transit,89.0,0.3192,4650.0,0.73,0.7
266,HAT-P-13 c,698.0,14.28 Jupiters,10.622,2009,Gas Giant,1.1 x Jupiter,1.258 AU,446.3 days,0.66,HAT-P-13,Transit,83.4,,5653.0,1.22,1.56
267,HAT-P-14 b,731.0,3.44 Jupiters,9.98,2010,Gas Giant,1.42 x Jupiter,0.0596 AU,4.6 days,0.11,HAT-P-13,Radial Velocity,,,5653.0,1.22,1.56
268,HAT-P-15 b,631.0,1.94 Jupiters,12.16,2010,Gas Giant,1.06 x Jupiter,0.0965 AU,10.9 days,0.19,HAT-P-14,Transit,83.5,,6600.0,2.65,1.82
269,HAT-P-16 b,767.0,4.193 Jupiters,10.812,2010,Gas Giant,1.289 x Jupiter,0.0413 AU,2.8 days,0.04,HAT-P-15,Transit,89.1,,5568.0,1.0,1.07
270,HAT-P-17 b,302.0,0.58 Jupiters,10.54,2010,Gas Giant,1.05 x Jupiter,0.0882 AU,10.3 days,0.35,HAT-P-16,Transit,86.6,2.42,6158.0,1.22,1.24
271,HAT-P-17 c,302.0,3.4 Jupiters,10.54,2010,Gas Giant,1.17 x Jupiter,5.6 AU,15.3 years,0.39,HAT-P-17,Transit,89.2,,5246.0,0.99,0.87
272,HAT-P-18 b,541.0,0.197 Jupiters,12.759,2010,Gas Giant,0.995 x Jupiter,0.0559 AU,5.5 days,0.08,HAT-P-17,Radial Velocity,,,5246.0,0.99,0.87
273,HAT-P-19 b,701.0,0.292 Jupiters,12.901,2010,Gas Giant,1.132 x Jupiter,0.0466 AU,4 days,0.07,HAT-P-18,Transit,88.8,0.25,4803.0,0.77,0.75
274,HAT-P-1 b,521.0,0.525 Jupiters,10.34,2006,Gas Giant,1.319 x Jupiter,0.05561 AU,4.5 days,0.0,HAT-P-19,Transit,88.2,0.25,4990.0,0.84,0.82
275,HAT-P-20 b,228.0,7.246 Jupiters,11.339,2010,Gas Giant,0.867 x Jupiter,0.0361 AU,2.9 days,0.02,HAT-P-2,Transit,,,6380.0,1.33,1.39
276,HAT-P-21 b,912.0,4.87 Jupiters,11.685,2010,Gas Giant,1.11 x Jupiter,0.0494 AU,4.1 days,0.23,HAT-P-20,Transit,86.8,13.78,4595.0,0.76,0.69
277,HAT-P-22 b,267.0,2.47 Jupiters,9.732,2010,Gas Giant,1.15 x Jupiter,0.0414 AU,3.2 days,0.02,HAT-P-21,Transit,87.2,,5588.0,1.24,1.21
278,HAT-P-23 b,1202.0,1.34 Jupiters,12.432,2010,Gas Giant,1.09 x Jupiter,0.0232 AU,1.2 days,0.11,HAT-P-22,Transit,86.9,,5302.0,1.13,1.11
279,HAT-P-24 b,1371.0,0.75 Jupiters,11.818,2010,Gas Giant,1.3 x Jupiter,0.04651 AU,3.4 days,0.07,HAT-P-23,Transit,85.1,,5905.0,0.58,0.96
280,HAT-P-25 b,988.0,0.569 Jupiters,13.19,2010,Gas Giant,1.135 x Jupiter,0.0466 AU,3.7 days,0.02,HAT-P-24,Transit,88.6,,6373.0,1.37,1.38
281,HAT-P-26 b,465.0,22.2481 Earths,11.744,2010,Neptune-like,0.63 x Jupiter,0.0479 AU,4.2 days,0.12,HAT-P-25,Transit,88.22,0.483,5519.0,1.01,0.92
282,HAT-P-27 b,665.0,0.62 Jupiters,11.956,2011,Gas Giant,1.02 x Jupiter,0.04 AU,3 days,0.0,HAT-P-26,Transit,88.6,,5079.0,1.12,0.87
283,HAT-P-28 b,1288.0,0.626 Jupiters,13.03,2011,Gas Giant,1.212 x Jupiter,0.0434 AU,3.3 days,0.05,HAT-P-27,Transit,85.0,,5300.0,0.94,0.9
284,HAT-P-29 b,1032.0,0.88 Jupiters,11.9,2011,Gas Giant,1.17 x Jupiter,0.0667 AU,5.7 days,0.09,HAT-P-28,Transit,88.0,0.44,5680.0,1.02,1.1
285,HAT-P-2 b,418.0,8.7 Jupiters,8.72,2007,Gas Giant,0.951 x Jupiter,0.06814 AU,5.6 days,0.52,HAT-P-29,Transit,87.1,,6087.0,1.45,1.3
286,HAT-P-30 b,702.0,0.83 Jupiters,10.419,2011,Gas Giant,1.44 x Jupiter,0.0419 AU,2.8 days,0.04,HAT-P-3,Transit,87.24,,5185.0,1.06,0.87
287,HAT-P-31 b,1133.0,2.27 Jupiters,11.66,2011,Gas Giant,1.09 x Jupiter,0.061 AU,5 days,0.25,HAT-P-30,Transit,83.6,,6304.0,1.55,1.31
288,HAT-P-32 b,951.0,0.68 Jupiters,11.289,2011,Gas Giant,1.98 x Jupiter,0.03397 AU,2.2 days,0.16,HAT-P-31,Transit,87.1,,6065.0,1.31,1.39
289,HAT-P-33 b,1307.0,0.92 Jupiters,11.188,2011,Gas Giant,1.85 x Jupiter,0.04995 AU,3.5 days,0.0,HAT-P-32,Transit,88.98,0.108,6001.0,1.13,1.37
290,HAT-P-34 b,819.0,3.33 Jupiters,10.162,2011,Gas Giant,1.197 x Jupiter,0.06774 AU,5.5 days,0.43,HAT-P-33,Transit,87.2,,6446.0,1.82,1.79
